title,content_type,genre,url,tomatometer,popcornmeter,summary,critics_consensus,platforms
Heel (The Good Boy),Movie,Mystery & Thriller|Crime|Drama,https://www.rottentomatoes.com/m/heel,88%,76%,"From Academy Award® nominated director Jan Komasa, HEEL is a twisted thriller that follows 19-year-old hooligan Tommy (Anson Boon), who revels in a life of drugs, parties, and violence. One night, on a bender with his reckless friends, he becomes separated from the group and is abducted by an unknown figure (Golden Globe® winner Stephen Graham). Though he is no stranger to inflicting violence, he is enraged and horrified when he wakes to find himself chained in the basement of the isolated suburban family home of Chris (Graham), his wife Kathryn (Academy Award® nominee Andrea Riseborough), and their young son Jonathan (Kit Rakusen). The family sets out to reform Tommy's unruly behavior, forcing him to comply with their relentless mind games or seek escape at any cost.","Having a maniacally fun time while wrestling with provocative questions about rehabilitation, Heel is a nutty thriller that has a surprising amount of method to its madness.","Fandango at Home, Netflix, Apple TV, Prime Video"
Blood & Rust,Movie,Horror|Sci-Fi,https://www.rottentomatoes.com/m/blood_and_rust,,,"When vampires quietly infest a dying Rust Belt town, the manager of a local diner joins forces with a veteran slayer to wipe them out.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Forever Young: A Grammy Salute to Rod Stewart Live,Movie,Music,https://www.rottentomatoes.com/m/forever_young_a_grammy_salute_to_rod_stewart_live,,,"Honoring the two-time Rock & Roll Hall of Fame inductee; Stewart invites viewers backstage for an intimate interview reflecting on his extraordinary life, devotion to his family and enduring passion for performing.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Chair of Illusions,Movie,Drama|Romance,https://www.rottentomatoes.com/m/chair_of_illusions,,,"A man flies in on private jet. He is picked up and chauffeured in a Mercedes-Benz by a bodyguard assigned to a discreetly located lodge. The bodyguard even offers The Chair Man a prophylactic and suggests a local club in the even that he needs entertainment while he is on special assignment. As to turns out the man, Robert Vineyard is an AI specialist flown into particularly computer server locations to ensure for quality-assurance. In the business he is known as a Chair Man in the industry. Lonely, he eventually takes his bodyguard up on his suggestion. There he falls in love....",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Bushido,Movie,Drama,https://www.rottentomatoes.com/m/bushido_2024,91%,,"Kakunoshin Yanagida was a samurai, who was forced out of the Han due to a false accusation. He then lived in poverty with his daughter Kinu. Despite being poor, he never gave up his pride and honor that he held as a samurai. Even when playing the board game Go, which is his hobby, he always plays in a fair manner. Because of a case, the truth behind the false accusation is revealed. Kakunoshin is shaken and filled with rage. He decides to take revenge, even if it means he will be torn from his daughter.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Josh Johnson: Symphony,Movie,Comedy|Stand-Up,https://www.rottentomatoes.com/m/josh_johnson_symphony,,,"Josh Johnson performs all new material about our shared experiences as humans. While many audiences know Johnson from his prolific YouTube presence and takes on timely issues as a rotating host of “The Daily Show,” his hourlong special highlights the comedian’s unique point of view and signature creativity as he reflects on strange childhood experiences, the perils of being labeled “nice,” challenging family dynamics, and navigating life’s most awkward moments.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Shakti,Movie,Drama,https://www.rottentomatoes.com/m/shakti_2026,,,"When her mischievous daughter falls mysteriously ill, a single mother is drawn into Kathmandu's supernatural underworld of shamans and secrets--where resilience may be their only path to redemption.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Star Wars: The Mandalorian and Grogu,Movie,Sci-Fi|Adventure|Action|Fantasy,https://www.rottentomatoes.com/m/star_wars_the_mandalorian_and_grogu,62%,89%,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin (Pedro Pascal) and his young apprentice Grogu.","Bountiful in action but threadbare in narrative thrust with its episodic structure, this Star Wars is more of a skirmish that coasts on the charm of its central dynamic duo.","Fandango at Home, Netflix, Apple TV, Prime Video"
Passenger,Movie,Horror|Mystery & Thriller,https://www.rottentomatoes.com/m/passenger_2026,44%,53%,A young couple witness a horrific accident that leaves the driver dead. They soon encounter a demonic stalker who's impossible to outrun and follows them wherever they go.,"A stylish ride weighed down by the litany of clichés it picks up along the way, Passenger drives in circles but has some memorable bumps and jolts during the journey.","Fandango at Home, Netflix, Apple TV, Prime Video"
I Love Boosters,Movie,Comedy|Adventure,https://www.rottentomatoes.com/m/i_love_boosters,92%,75%,Professional shoplifters embark on a wild adventure as they target a cutthroat fashion mogul.,"A raucous capitalist critique, I Love Boosters careens through the carefully-controlled chaos of writer-director Boots Riley's imagination to deliver a comedy that's as funny as it is thought-provoking.","Fandango at Home, Netflix, Apple TV, Prime Video"
Corporate Retreat,Movie,Horror|Mystery & Thriller,https://www.rottentomatoes.com/m/corporate_retreat,27%,,"CORPORATE RETREAT is a savage horror-dark comedy that sends a group of ambitious young executives on a luxury team-building escape--only to strip it down into a brutal, blood-soaked fight for survival. It's both vicious satire and a survival nightmare where nobody's performance review is safe.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Saccharine,Movie,Horror|Sci-Fi,https://www.rottentomatoes.com/m/saccharine,72%,,"Hana, a lovelorn medical student, becomes terrorized by a sinister force after taking part in an obscure weight-loss craze: eating human ashes.","Tapping into anxieties latent in an era of weight loss drugs, Saccharine 's insights into nuanced themes come with a lot of empty calories but its gross-out scares sure do hit the spot.","Fandango at Home, Netflix, Apple TV, Prime Video"
Terminator 2: Judgment Day,Movie,Sci-Fi|Action|Mystery & Thriller,https://www.rottentomatoes.com/m/terminator_2_judgment_day,90%,95%,"In this sequel set eleven years after ""The Terminator,"" young John Connor (Edward Furlong), the key to civilization's victory over a future robot uprising, is the target of the shape-shifting T-1000 (Robert Patrick), a Terminator sent from the future to kill him. Another Terminator, the revamped T-800 (Arnold Schwarzenegger), has been sent back to protect the boy. As John and his mother (Linda Hamilton) go on the run with the T-800, the boy forms an unexpected bond with the robot.","T2 features thrilling action sequences and eye-popping visual effects, but what takes this sci-fi action landmark to the next level is the depth of the human (and cyborg) characters.","Fandango at Home, Netflix, Apple TV, Prime Video"
Ask E. Jean,Movie,Documentary|Biography,https://www.rottentomatoes.com/m/ask_e_jean,100%,,"ASK E. JEAN is the thrilling story of E. Jean Carroll’s life, from her early days as Miss Cheerleader USA to her rise as a trailblazing journalist, author, and beloved advice columnist. Carroll broke barriers as the first female editor at Esquire, Playboy, and Outside, helping to redefine women’s roles in media with her sharp wit and fearless voice. In recent years, she reignited public discourse by standing up to power, becoming the only woman to beat Donald Trump twice in court, and sparking a national conversation about truth, accountability, and resilience. This film is a portrait of an indomitable woman who proved it’s never too late to reclaim your voice, rewrite your story, and change the world.

",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Chand Mera Dil,Movie,Drama|Romance,https://www.rottentomatoes.com/m/chand_mera_dil,,,"The intertwined lives of engineering students as they navigate academic challenges, forge friendships, and discover themselves in university.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Everybody To Kenmure Street,Movie,Documentary,https://www.rottentomatoes.com/m/everybody_to_kenmure_street,100%,,"Anti-establishment struggles and activism run in the veins of Glasgow inhabitants. So when In May 2021, a U.K. Home Office raid is launched at dawn on the first day of Eid, it triggers one of the most spontaneous acts of civil resistance in recent memory. In Scotland’s most diverse neighbourhood, hundreds of residents rush to Kenmure Street to stop the deportation of their neighbours.","A spirited and uplifting documentary, Everybody to Kenmure Street triumphantly captures a community's witty, determined stand against injustice through the power of collective action.","Fandango at Home, Netflix, Apple TV, Prime Video"
May Contain: My Life,Movie,Documentary|Drama,https://www.rottentomatoes.com/m/may_contain_my_life,,,"May Contain: My Life is a powerful feature-length docudrama that serves as one of the compelling documentary films highlighting the life-or-death stakes of living with food allergies--and the urgent need to normalize discussions around them. Through empathy-driven storytelling, these real stories provide a blueprint for embracing empathy, changing behavior, and building a safer world. This Food Allergy Film aims to raise awareness and inspire change through the narratives shared in May Contain Films.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Blood Moon Rite 8,Movie,Comedy|Drama|Horror,https://www.rottentomatoes.com/m/blood_moon_rite_8,,,"A struggling director, known as the ""king of trash movies"", gets one last chance to earn his art-loving daughter's respect by taking on his biggest challenge yet: filming a 35-minute zombie movie... LIVE, IN ONE SINGLE TAKE. But when his wildly unpredictable cast, nonstop mistakes, and behind-the-scenes chaos turn the whole set into a complete mess, the line between acting and reality starts to blur in the funniest ways possible.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
I Am Ryan,Movie,Comedy,https://www.rottentomatoes.com/m/i_am_ryan,,,"In this laugh-out-loud comedic juggernaut, a naïve Ryan Reynolds look-alike and his cunning manager, Henry, take Hollywood by storm in all the wrong ways. As Henry profits from Bryan's striking resemblance to the famous actor, Bryan stumbles through red carpets, celebrity events, and mounting mayhem, completely unaware of the madness surrounding him. Blending The Office's cringeworthy humor with This Is Spinal Tap's razor-sharp satire, this film hilariously exposes the wild world of fame, impostors, and the blurry line between reality and illusion.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Matador Bolero,Movie,Fantasy|Sci-Fi|Mystery & Thriller,https://www.rottentomatoes.com/m/matador_bolero,,,"New York nightclub, The Matador, becomes the site of a high-profile murder that attracts the attention of an obsessive detective, a TV news reporter, and an elusive being living outside the realms of time and space. Their stories converge with that of a new-age cult operating at the command of an ultra-intelligent supercomputer named Bolero.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Ramani Kalyanam,Movie,Comedy|Drama|Romance,https://www.rottentomatoes.com/m/ramani_kalyanam,,,,,"Fandango at Home, Netflix, Apple TV, Prime Video"
ASCO: Without Permission,Movie,Documentary,https://www.rottentomatoes.com/m/asco_without_permission,,,"From executive producers Gael García Bernal and Diego Luna ASCO: Without Permission challenges the limits of documentary conventions to tell the story of a revolutionary Chicano art group who turned 1970s LA into their defiant canvas. Merging activism with radical artmaking, ASCO challenged the established order of Hollywood, museums, and media and are now considered amongst the 20th century's most significant artists. Director Travis Gutiérrez Senger mirrors their boundary-breaking spirit through a groundbreaking approach, weaving nonfiction, and fiction together with a new generation of artists. The result is more than a profile -- it's a reimagining of what's possible in art and cinema, celebrating iconoclasts who were decades ahead of their time.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Purushaha,Movie,Comedy|Drama,https://www.rottentomatoes.com/m/purushaha,,,,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Stolen Kingdom,Movie,Documentary|Crime,https://www.rottentomatoes.com/m/stolen_kingdom,96%,,"Stolen Kingdom is a documentary that delves into the history of mischief, scandal, and theft at Walt Disney World, ultimately leading to the theft of an animatronic valued at nearly half a million dollars. The film features key figures from the park's underground exploration community, each sharing their unique stories. As the narrative unfolds, early pranks and antics are shown to have inspired more recent crimes, culminating in a true crime mystery. What begins as a tale of friendship and passion ends with one lingering question: Who stole Buzzy?",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Drishyam 3,Movie,Crime|Drama|Mystery & Thriller,https://www.rottentomatoes.com/m/drishyam_3,,75%,Follows Georgekutty as his life unfolds four-and-a-half years after the events of the previous film.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
That They May Be One,Movie,Documentary|Drama|Faith & Spirituality,https://www.rottentomatoes.com/m/that_they_may_be_one,,,"On the night before His crucifixion, Jesus prayed a prayer that still echoes across the Church today: ""That they may all be one."" (John 17) Featuring Francis Chan and Christian leaders from across denominations, That They May Be One is a powerful docudrama exploring how the Holy Spirit has been quietly working across generations to answer that prayer. The film uncovers a remarkable story of God's providence unfolding for more than a century. From the urgent prayers of St. Elena Guerra, which inspired Pope Leo XIII to consecrate the twentieth century to the Holy Spirit, to the dramatic outpouring of the Spirit in Topeka, the historic revival at Azusa Street, and the surprising awakening among Catholics at Duquesne University in 1967, a powerful thread emerges. Through compelling testimony, historical insight, and dramatic reenactments of Pentecost and Jesus' prayer in John 17, the film reveals the Holy Spirit's work across denominational lines, calling the Church to renewal, awakening, and unity. That They May Be One is more than a documentary, it's an invitation to rediscover the Spirit who is still moving today.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Frida Kahlo,Movie,Documentary|Biography,https://www.rottentomatoes.com/m/frida_kahlo,,,,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Attack on Titan: The Last Attack,Movie,Action|Fantasy|Anime|Drama,https://www.rottentomatoes.com/m/attack_on_titan_the_last_attack,,99%,"Eren uses Titan's power to defend Eldia. He leads the Colossal Titans toward Marley, threatening global destruction. His actions put the world's fate at risk.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
In the Grey,Movie,Action|Mystery & Thriller,https://www.rottentomatoes.com/m/in_the_grey,47%,83%,"In The Grey follows a covert team of elite operatives who live in the global shadows, as comfortable wielding power and influence as they are automatic weapons and high explosives. When a ruthless despot steals a billion-dollar fortune, the team is sent to steal it back on what would be for anyone else a suicide mission. What begins as an impossible heist gets much worse, spiraling into an all-out war of strategy, deception and survival.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Wizard of the Kremlin,Movie,Drama|Mystery & Thriller|History,https://www.rottentomatoes.com/m/the_wizard_of_the_kremlin,45%,56%,"Russia, early 1990s. Amid post-Soviet chaos, a brilliant young man, Vadim Baranov, charts his path. First an artist, then a reality TV producer, he becomes the spin doctor to a rising KGB agent: Vladimir Putin.
At the heart of power, Baranov shapes the new Russia, blurring the boundaries between truth and lies, belief and manipulation. Only the magnetic Ksenia is beyond his control, tempting him away from this dangerous game.
Years later, after retreating into silence and shrouded in mystery, Baranov finally opens up, revealing the dark secrets of the regime he helped build.","A dryly witty yet overwrought slow burner, The Wizard of the Kremlin can't overcome its thin characters, sluggish pacing, and repetitive storytelling.","Fandango at Home, Netflix, Apple TV, Prime Video"
LifeHack,Movie,Action|Mystery & Thriller|Crime,https://www.rottentomatoes.com/m/lifehack,95%,,"LifeHack is a high-stakes cyber-heist thriller built for the digital age. Kyle and his three friends spend their time gaming and pranking online scammers with their hacking skills. Eager for a real challenge, Kyle persuades them to target billionaire Don Heard by exploiting his daughter Lindsey's overshared social media presence. When the foursome successfully infiltrate Don's cryptocurrency wallet, they believe they've pulled off the perfect crime -- until Lindsey calls Kyle with an ultimatum. As the stakes escalate, what begins as a thrill-seeking stunt spirals into a dangerous game with consequences these four friends never anticipated.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Shera,Movie,Action,https://www.rottentomatoes.com/m/shera_2026,,,"Get ready to witness a story filled with raw intensity that dives deep into power and revenge. Shera promises to deliver everything fans love about Punjabi cinema, from massy dialogues and stylish visuals to adrenaline-pumping moments that keep you hooked from start to finish.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Mobile Suit Gundam Hathaway: The Sorcery of Nymph Circe,Movie,Action|Adventure|Anime,https://www.rottentomatoes.com/m/mobile_suit_gundam_hathaway_the_sorcery_of_nymph_circe,,92%,"Hathaway Noa's fight against the Earth Federation continues, culminating in an attack on the Adelaide Conference.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Been Here Stay Here,Movie,Documentary|Nature,https://www.rottentomatoes.com/m/been_here_stay_here,100%,,"Through intimate cinema verité, BEEN HERE STAY HERE, explores the quiet yet profound crisis unfolding on Tangier Island, where climate change isn't an abstract concept but a daily reality threatening to erase an entire community. The film follows three generations living on the island: Ooker Eskridge, the resolute mayor, whose family has called this place home for six generations; Cameron Evans, a young man caught between the pull of tradition and the allure of opportunities beyond the island; and Jacob Parks, a seven-year-old boy learning the deep maritime history that may soon slip away from him. The deeply held Christian faith of Tangier's residents becomes both their compass and their refuge, as they search for meaning and solace in the face of an uncertain future. Filmmaker David Usui documents their struggle, offering a powerful meditation on survival, faith, and the human desire for home amidst the inexorable forces of a changing planet. It's a story not just about loss, but about the ways we hold on, even as the world shifts beneath us.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Pati Patni Aur Woh Do,Movie,Romance|Comedy,https://www.rottentomatoes.com/m/pati_patni_aur_woh_do,,,"A seemingly perfect marriage in Prayagraj takes an unexpected turn when one decision leads to a chain of misunderstandings, suspicion, and comedic chaos.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Diamonds,Movie,Comedy|Drama|Romance,https://www.rottentomatoes.com/m/diamonds_2024,80%,,"A film director gathers his favorite actresses, those he worked with and those he loved. He wants to make a film about women but he doesn't reveal much: he observes them, takes cue, until his imaginary throw them into another era, in a past where the noise of the sewing machines fills a workplace handled and populated by women, where men have minor and marginal roles and cinema can be told from another point of view: the one of costume. Between loneliness, passions, anxieties, heartbreaking absence and unbreakable bonds, reality and fiction permeate, as well as the lives of the actresses and those of the characters, the competition and the sisterhood, the visible and the invisible.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
I Don't Speak English,Movie,Comedy|Drama,https://www.rottentomatoes.com/m/i_dont_speak_english_2026,,,"Dave is a popular conservative DJ in Phoenix and as controversial on immigration as Donald Trump.  One night, he suffers a serious car accident. He later awakens in the hospital lost, confused, and speaking only in Spanish to his dismay and his family.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Magic Hour,Movie,Romance|Drama|Mystery & Thriller,https://www.rottentomatoes.com/m/magic_hour_2025_2,61%,,Charlie and Erin escape to the desert to navigate an unexpected and challenging new phase of their relationship. A Duplass Brothers Production starring Daveed Diggs (Hamilton) and Katie Aselton (The League). A South by Southwest premiere.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Decorado,Movie,Comedy|Fantasy|Horror|Animation,https://www.rottentomatoes.com/m/decorado_2025,88%,,"Something is wrong in the city of Anywhere. Arnold, an unemployed middle-aged mouse, confides to his wife Maria that he suspects his entire world is nothing more than a set, and his life a scripted performance. When his best friend Ramiro dies under mysterious circumstances, he traces the conspiracy to a monolithic corporation whose influence reaches every corner of their daily lives.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Saptadingar Guptodhon,Movie,Adventure|Drama,https://www.rottentomatoes.com/m/saptadingar_guptodhon,,,"A thrilling new chapter in the Guptodhon trilogy as Sona Da returns for his deadliest treasure hunt yet, where danger lurks at every turn. Packed with mystery, action, and adventure, Saptadingar Guptodhon takes the legacy of the beloved franchise.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Forge,Movie,Crime|Drama|Comedy,https://www.rottentomatoes.com/m/forge_2025,83%,,"In Miami, the resourceful Zhang siblings--Raymond and Coco--sell forged paintings to unsuspecting parties. Despite their thriving underground operation, the siblings are still short on cash when they cross paths with disgraced millionaire Holden Beaumont. Sensing an opportunity to make a fortune, Holden convinces the Zhangs to forge long lost masterpieces as a front for his family's collection. Meanwhile, FBI Art Crimes agent Emily Lee moves from New York to Miami, discovering a plethora of forgeries cropping up in the South Florida art market. As Emily continues to investigate the Zhang siblings' work, their lives converge to devastating effect in the Zhang family dim sum restaurant.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Vanishing Point,Movie,Drama|Mystery & Thriller|Crime,https://www.rottentomatoes.com/m/vanishing_point_2026,,,"In a seemingly ordinary apartment building, a child's disappearance, a hidden corpse, and a sleeping woman's nightmare intertwine into a web of secrets and voyeurism. Who is watching? Who is the real monster next door?",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Better Together,Movie,Drama|Adventure,https://www.rottentomatoes.com/m/better_together,,95%,"Tragedy ignites a group of teens to find a legendary landmark hidden in the wilderness. Together, they navigate the adventure while confronting the darkness within themselves. Channeling teen classics like The Goonies and The Breakfast Club, the story wrestles with depression, anxiety, doubt, and identity. What Rhymes with Reason sparks a fun and emotional tale of hope for teens and families of the social media age, reminding everyone that no one has to struggle alone.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Being Towards Death,Movie,Drama,https://www.rottentomatoes.com/m/being_towards_death,,,"After a failed suicide attempt, Zhang Xiaobing is sent to Ward Ten, a ward for the critically ill, but strangely full of joy.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Dharpakad,Movie,Crime|Drama|Mystery & Thriller,https://www.rottentomatoes.com/m/dharpakad_2026,,,"Arjun sets out to find the scammers who duped his father, but the deeper he digs, the more complicated things become.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Agatha's Almanac,Movie,Documentary,https://www.rottentomatoes.com/m/agathas_almanac,,,"Defying modernity, 90-year-old Agatha forges a solitary existence on her ancestral farm, preserving heirloom seeds in her handmade universe.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Aakhri Sawal,Movie,Drama|Mystery & Thriller,https://www.rottentomatoes.com/m/aakhri_sawal,,,,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Karuppu,Movie,Action,https://www.rottentomatoes.com/m/karuppu,,83%,A lawyer becomes possessed by a deity and battles injustice affecting marginalized communities.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Athiradi,Movie,Action|Comedy,https://www.rottentomatoes.com/m/athiradi,,,"An energetic student, Samkutty, revives a banned college festival, unleashing a rivalry that turns celebration into chaos.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
ENHYPEN: IMMERSION IN CINEMAS,Movie,Documentary|Music,https://www.rottentomatoes.com/m/enhypen_immersion_in_cinemas,,,"Step inside the performance. ENHYPEN: IMMERSION IN CINEMAS transforms the concert experience into a fully immersive event, placing audiences at the center of the stage with one of K-pop's most electrifying global acts, ENHYPEN. Captured with cutting-edge VR technology, the film surrounds fans with sweeping visuals and a heightened sense of presence that mirrors every beat, movement, and moment. The result is not just a concert--it's a front-row, all-access experience that blurs the line between audience and artist. Featuring powerhouse performances of global hits like ""Bite Me"" and ""XO (Only If You Say Yes)"", alongside the emotionally charged fan anthem ""Highway 1009"", ENHYPEN delivers a dynamic set fueled by precision, intensity, and connection. This is more than a show. It's a new level of immersion--only in theaters.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Boys,TV Show,Comedy|Drama|Action|Adventure|Fantasy,https://www.rottentomatoes.com/tv/the_boys_2019,92%,70%,"Superheroes are often as popular as celebrities, as influential as politicians, and sometimes even as revered as gods. But that's when they're using their powers for good. What happens when the heroes go rogue and start abusing their powers? When it's the powerless against the super powerful, the Boys head out on a heroic quest to expose the truth about the Seven and Vought, the multibillion-dollar conglomerate that manages the superheroes and covers up their dirty secrets. Based on the comic book series of the same name.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Off Campus,TV Show,Drama|Romance,https://www.rottentomatoes.com/tv/off_campus,93%,88%,Love blooms between a music student and the university's star hockey player; exploring love and the complexities of adulthood through deep friendships and enduring bonds.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Nemesis,TV Show,Mystery & Thriller|Action|Crime|Drama,https://www.rottentomatoes.com/tv/nemesis_2026,92%,51%,A relentless LAPD cop becomes obsessed with taking down the master thief behind a string of daring heists and only one can come out on top.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Boroughs,TV Show,Drama|Adventure|Mystery & Thriller|Sci-Fi,https://www.rottentomatoes.com/tv/the_boroughs,95%,86%,"In a seemingly picturesque retirement community, a group of unlikely heroes must band together to stop an otherworldly threat from stealing the one thing they don't have, time.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Legends,TV Show,Crime|Drama,https://www.rottentomatoes.com/tv/legends_2026,96%,85%,"As drugs flood the streets of '90s Britain, a team of civil servants is thrust undercover to topple the gangs behind it; inspired by an untold true story.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Maximum Pleasure Guaranteed,TV Show,Comedy,https://www.rottentomatoes.com/tv/maximum_pleasure_guaranteed,92%,85%,"Newly divorced mom Paula falls down a rabbit hole of blackmail, murder and youth soccer; convinced she witnessed a crime, while struggling through a custody battle and an identity crisis, Paula begins her own investigation.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Widow's Bay,TV Show,Comedy|Horror,https://www.rottentomatoes.com/tv/widows_bay,97%,91%,A New England mayor trying to boost tourism on his island must navigate strange events suggesting it might be cursed.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
From,TV Show,Horror|Sci-Fi,https://www.rottentomatoes.com/tv/from,97%,80%,The residents of a small town search for a way out when unknown forces keep them from leaving.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Dutton Ranch,TV Show,Drama|Western,https://www.rottentomatoes.com/tv/dutton_ranch,88%,81%,"Rip Wheeler and Beth Dutton gamble everything on a new life in South Texas, but the promise of building a future far from the ghosts of Yellowstone quickly collides with new realities and a rival ranch that will stop at nothing to protect its empire.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Beef,TV Show,Comedy,https://www.rottentomatoes.com/tv/beef,93%,74%,Two strangers get into a road rage incident that brings chaos into their lives.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Rivals,TV Show,Drama,https://www.rottentomatoes.com/tv/rivals_2024,97%,73%,"In 1980s England, a rivalry between two powerful men finally comes to a head.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Chestnut Man,TV Show,Drama|Mystery & Thriller,https://www.rottentomatoes.com/tv/the_chestnut_man,100%,78%,"A figurine made of chestnuts is found at the scene of a grisly murder; from this creepy clue, two detectives hunt for a killer linked to a politician's missing child.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Berlin,TV Show,Crime|Drama|Action,https://www.rottentomatoes.com/tv/berlin_2023,70%,54%,The eccentric and out-of-touch Berlin brings together a gang of master thieves in Paris to plan one of his most ambitious robberies ever.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
You're Killing Me,TV Show,Drama,https://www.rottentomatoes.com/tv/youre_killing_me,,,,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Spider-Noir,TV Show,Action|Adventure|Crime|Drama|Fantasy|Mystery & Thriller|Sci-Fi,https://www.rottentomatoes.com/tv/spider_noir,91%,,"Private eye Ben Reilly is living easy and lazy until mobsters, monsters and a femme fatale drag him back to his former life as NY's only superhero.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Euphoria,TV Show,Drama,https://www.rottentomatoes.com/tv/euphoria,78%,74%,"An American adaptation of the Israeli show of the same name, ""Euphoria"" follows the troubled life of 17-year-old Rue, a drug addict fresh from rehab with no plans to stay clean. Circling in Rue's orbit are Jules, a transgender girl searching for where she belongs; Nate, a jock whose anger issues mask sexual insecurities; Chris, a football star who finds the adjustment from high school to college harder than expected; Cassie, whose sexual history continues to dog her; and Kat, a body-conscious teen exploring her sexuality. As the classmates struggle to make sense of their futures, the series tackles the teenage landscape of substance-enhanced parties and anxiety-ridden day-to-day life with empathy and candor.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Devil May Cry,TV Show,Action|Adventure|Animation,https://www.rottentomatoes.com/tv/devil_may_cry,98%,71%,A professional demon hunter named Dante seeks vengeance for the death of his family; he faces off against sinister forces.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Margo's Got Money Troubles,TV Show,Drama|Comedy,https://www.rottentomatoes.com/tv/margos_got_money_troubles,97%,78%,"The daughter of a former Hooter's waitress and an ex-pro wrestler, Margo is a recent college dropout and aspiring writer; faced with a new baby, mounting pile of bills and dwindling number of ways to pay them, Margo must find a way forward.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Lord of the Flies,TV Show,Drama|Adventure,https://www.rottentomatoes.com/tv/lord_of_the_flies,92%,56%,"Stranded on an island, a gang of schoolboys creates their own community - but when the rules vanish, the beast within awakens.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Good Omens,TV Show,Fantasy|Comedy|Action|Adventure,https://www.rottentomatoes.com/tv/good_omens,78%,74%,"This fantasy series sees fussy angel Aziraphale and loose-living demon Crowley team up to form an unlikely duo. The two have become overly fond of life on Earth, and they are forced into forming an alliance in an attempt to stop the approaching Armageddon. To do that, they have to find the missing Antichrist, an 11-year-old boy who is unaware that he is meant to bring the end of days upon humanity. Michael Sheen, David Tennant and Jon Hamm star in the series, which is based on the book of the same name by Terry Pratchett and Neil Gaiman.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
